timestamp,dow,nikkie,sci,eur,yuan,gold,target
1334552400.0,0.00558772257502,-0.0173635789205,-0.00090498702736,0.763141,6.31125,1648.25,1
1334638800.0,0.0150215920875,-0.000626145645912,-0.00935109461308,0.765604,6.31315,1652.0,1
1334725200.0,-0.00630551637376,0.0214005500433,0.019641578382,0.763472,6.31545,1646.5,0
1334811600.0,-0.00527131545025,-0.00815949917557,-0.000929864944334,0.76239,6.31465,1642.0,0
1418364000.0,-0.0179304332606,0.00661629214134,0.00393281005083,0.805355,6.12817,1223.5,0
1418623200.0,-0.00578618040916,-0.0156681199983,0.0051895519773,0.803219,6.12369,1210.75,0
1418796000.0,0.0168728216924,0.00384415218569,0.0130735455282,0.802116,6.12331,1199.0,1
1418709600.0,-0.00651714351568,-0.020122343474,0.0230570482,0.803168,6.12248,1199.25,0
968130000.0,0.00193970886572,-0.0141381250595,-0.0232816130754,1.1125,8.27904,276.2,1
968302800.0,-0.00448252082118,-0.00606163341539,0.0128541940142,1.13868,8.27964,272.95,0
968216400.0,0.00444026073211,-0.00318497082773,-0.0192917631574,1.11911,8.27926,275.3,1
967784400.0,0.00211322235201,-0.00720468102621,-0.0105580728389,1.12353,8.27907,276.6,1
1307422800.0,-0.00158808933002,0.00667352497508,0.0059677087707,0.683764,6.47925,1548.4,0
1256878800.0,-0.0250838134623,0.0145221461718,0.0119514411701,0.677085,6.82928,1044.5,0
1175144400.0,0.0039348313876,0.000533766683107,0.00772735688546,0.749479,7.73078,664.9,1
968389200.0,-0.00348138082931,0.0123364616704,0.00443390178602,1.14702,8.27954,274.1,0
1309410000.0,0.0124700278924,0.00192196593742,0.0123119766948,0.696313,6.46622,1508.0,1
1317618000.0,-0.0236498249858,-0.0177936597516,0.0,0.742711,6.3963,1660.0,0
1151902800.0,0.00697745331922,0.004285019587,0.0149926780176,0.787477,7.99394,619.5,1
1152075600.0,-0.00678660491628,-0.0073255107587,0.0220083393839,0.781448,7.9958,625.75,0
1152248400.0,-0.011990770848,-0.000900048298458,-0.00647730376512,0.784285,7.99567,631.0,0
1152162000.0,0.0065908642551,-0.0130469455563,0.0133338277099,0.782503,7.99529,623.75,1
1435122000.0,-0.0098103677951,0.00281648288226,0.0248351159209,0.885859,6.10566,1175.75,0
1383022800.0,0.00716171341585,-0.0048666160972,-0.0023454496241,0.724563,6.12194,1346.75,1
1382936400.0,-8.99147736395e-05,0.0218516360157,0.00042842815089,0.724656,6.12142,1351.0,0
1435208400.0,-0.00421405460404,-0.00463047586453,-0.0346195956191,0.892232,6.10785,1174.6,0
1382677200.0,0.00393959714234,-0.0274892123031,-0.0144927338426,0.725331,6.12233,1341.75,1
1382590800.0,0.00622189926881,0.00418409751803,-0.00860466920215,0.727368,6.12435,1336.25,1
1382331600.0,-0.000487022474464,0.00906703549213,0.0161625283899,0.73225,6.12567,1316.0,0
1382504400.0,-0.0035170064069,-0.0195198205699,-0.0124601994136,0.73018,6.12629,1333.0,0
1382418000.0,0.00490508179468,0.00133936136691,-0.00833691549685,0.731013,6.12529,1311.75,1
1342501200.0,0.00615217801245,0.00353961201817,0.00615979223007,0.816804,6.3121,1595.0,1
1341982800.0,-0.00384095597126,-0.000759788343063,0.00505677180898,0.813746,6.31613,1576.5,0
1341896400.0,-0.00653250944152,-0.0044004190233,-0.00293713653164,0.81368,6.31879,1594.5,0
1342155600.0,0.016208950713,0.000471329734714,0.000184879739199,0.817651,6.31312,1579.0,1
1342069200.0,-0.00247530643818,-0.0147994576884,0.00464649661009,0.815047,6.31211,1565.5,0
947052000.0,0.0113476209094,-0.0242231958768,0.00235431124925,0.971969,8.28026,282.1,1
1146200400.0,-0.0013529540962,-0.0121715219924,0.0165810930165,0.803209,8.01762,638.25,0
947138400.0,0.0117417533513,-0.0201849260215,0.038490957344,0.969311,8.28024,280.35,1
1342674000.0,0.00268810956951,0.0078849604778,0.00725736451949,0.814748,6.30877,1580.0,1
1342587600.0,0.00805903713248,-0.00322786978869,0.00366145527125,0.8155,6.31084,1579.5,1
1059022800.0,-0.00888603684932,0.00578866685941,-0.00578964209603,0.874821,8.27706,359.8,0
1059109200.0,0.0188861454047,-0.00237721021611,-0.0105795559888,0.871003,8.27716,361.1,1
1058850000.0,0.00679367243066,-0.0043829957398,0.00173808480105,0.883517,8.27687,352.25,1
1058936400.0,0.00389801823443,0.0136380359626,0.00244444491381,0.882118,8.27693,352.2,1
1300856400.0,0.00560797430649,-0.0165325467928,0.0100491720155,0.703954,6.56113,1433.0,1
1077256800.0,-0.00428516507731,-0.00307891164054,0.00275882153541,0.787948,8.27706,408.25,0
1059368400.0,-0.001949464705,0.0198901120542,-0.00491188852786,0.870338,8.27745,361.95,0
1059454800.0,-0.00669076781957,-0.00056911089634,0.00469471580925,0.869949,8.27754,364.0,0
1283922000.0,0.00447745317048,-0.0218296119662,-0.00113847579361,0.781176,6.78915,1258.0,1
1284008400.0,0.0027149321267,0.00817653968043,-0.0144470355033,0.785689,6.7943,1253.5,1
1338354000.0,-0.0127814827474,-0.00275959099373,-0.00207898484502,0.797417,6.33374,1548.75,0
1283403600.0,0.00492721164614,0.0152144836687,0.0125410895331,0.784892,6.80984,1247.75,1
1283490000.0,0.0123836009341,0.0056593738828,-0.000143775686427,0.781169,6.80818,1252.0,1
1283317200.0,0.0254425993789,0.0116680983584,-0.00603153989846,0.788125,6.8067,1250.0,1
1283835600.0,-0.0102604351114,-0.00809777536952,0.000783694761242,0.775885,6.79283,1247.25,0
1132639200.0,0.00472260473369,0.00189980811189,-0.0190019834481,0.851479,8.08326,493.0,1
1245992400.0,-0.00401303054624,0.00830025887906,0.00108204797818,0.714867,6.83422,943.0,0
1245906000.0,0.0207833829323,0.0214549670918,0.000939953759805,0.713804,6.83506,934.25,1
1354514400.0,-0.00460631372067,0.00128837466825,-0.0102771581608,0.770595,6.27618,1718.0,0
1354600800.0,-0.00106435490837,-0.00271933923863,0.00784581853407,0.768317,6.27801,1706.75,0
1354687200.0,0.00638521286617,0.00385689417183,0.0287392050142,0.76592,6.27935,1703.0,1
1354773600.0,0.00303041927193,0.00806012140875,-0.00131399765031,0.764271,6.27938,1693.0,1
1354860000.0,0.00620315129264,-0.00186167649364,0.0160399337394,0.765791,6.28255,1697.0,1
1212555600.0,-0.000999766183715,0.0159333726037,-0.0193472537194,0.643805,6.92941,877.25,0
1212642000.0,0.0172712965578,-0.00654286599005,-0.00542093090647,0.646135,6.93309,873.0,1
1212728400.0,-0.0313142131778,0.0103422884684,-0.00655651116657,0.647044,6.94209,883.5,0
1246251600.0,0.0107840348881,-0.00950858475771,0.0160859405273,0.713239,6.83431,939.75,1
1435554000.0,-0.0195206021392,-0.0287934338707,-0.0333525523984,0.89414,6.10686,1176.5,0
1368680400.0,-0.00278219656055,-0.00389440137573,0.0121394498264,0.773405,6.20123,1377.0,0
1353045600.0,0.00365958668197,0.0220210833413,-0.00766642336859,0.784696,6.27291,1710.0,1
1430456400.0,0.0102878167228,0.000595342427434,1.20923400403e-06,0.900209,6.09958,1179.0,1
1430974800.0,0.00460038628,-0.0122693610031,-0.0276767275628,0.891526,6.10065,1183.0,1
1430888400.0,-0.00480918329782,0.0,-0.0161536846464,0.896441,6.10385,1191.25,0
1430802000.0,-0.00786922259607,0.0,-0.0405667398277,0.894533,6.10422,1187.4,0
1431061200.0,0.0148989682025,0.00451997015136,0.022786539813,0.88536,6.10559,1185.25,1
1104818400.0,-0.00918970305888,0.00252333585174,-0.0187303588203,0.741031,8.27662,426.8,0
1104904800.0,-0.00310418783158,-0.00696577022422,0.00737299271315,0.749725,8.27662,425.5,0
1104991200.0,0.00236841608636,0.00478600256,-0.00999008566735,0.754003,8.27662,425.8,1
1105077600.0,-0.00177917517815,-0.0051356304156,0.00428900201576,0.757094,8.27662,423.15,0
1397624400.0,0.00997936364262,0.0300689942923,0.00167538741941,0.72358,6.17556,1299.0,1
1397710800.0,-0.000993007546492,-1.0403892998e-05,-0.00296280205736,0.72372,6.17536,1299.25,0
1397451600.0,0.00914034348823,-0.00357376943492,0.000467988898479,0.720573,6.16717,1324.5,1
1397538000.0,0.00552270293398,0.00622925976409,-0.0140452448345,0.721876,6.17232,1311.5,1
1340600400.0,-0.0109249414594,-0.00724340359272,-0.0162604775776,0.793894,6.31047,1569.0,0
1397106000.0,-0.0162412287266,3.00705819497e-05,0.0138050904282,0.72524,6.16391,1321.5,0
1397192400.0,-0.00887248287284,-0.023780919321,-0.00176079131974,0.722453,6.16445,1317.25,0
1421128800.0,-0.00153960922496,-0.00639735593011,0.00185336682814,0.844723,6.12237,1239.0,0
1421215200.0,-0.0105934705297,-0.0170736745883,-0.00397614098367,0.846019,6.12135,1228.75,0
1421301600.0,-0.0061042893564,0.018619953846,0.0353825584722,0.848064,6.11924,1235.25,0
1421388000.0,0.011019178775,-0.014293312759,0.0120007726956,0.851859,6.11753,1258.25,1
1170050400.0,0.000304316489149,0.00278556968143,0.02175318995,0.773013,7.77394,643.4,1
1210568400.0,0.0102307408657,0.006445829983,0.00373268597878,0.647794,6.99363,882.5,1
1210654800.0,-0.00342489690361,0.0153070282667,-0.0184007020753,0.646465,6.99363,877.0,0
1036130400.0,0.0143622722401,0.00523582023221,0.00216520512202,1.01241,8.27714,318.75,1
1210914000.0,-0.000454101149107,-0.00226358325369,-0.00359909237945,0.646442,6.99774,885.0,0
1036648800.0,-0.0210694333599,-0.00366904232969,0.00107952342112,0.998086,8.27721,319.7,0
1210741200.0,0.00515889714936,0.0118118954573,0.0272984083345,0.64563,6.9889,863.0,1
1210827600.0,0.00731098430813,0.00943368830369,-0.00549782214194,0.646243,6.99648,866.25,1
1108533600.0,-0.000221457374069,-0.00384751113855,0.00778246308293,0.769456,8.27662,424.15,0
1108620000.0,-0.00743892421711,-0.00163424607471,-0.00214716938983,0.767779,8.27662,426.6,0
1211173200.0,0.00318785228078,0.00352544537494,-0.00537270216444,0.643443,6.9936,908.75,1
1020142800.0,0.0128616381022,-0.00423259243471,0.00116280287694,1.10751,8.27711,309.35,1
1169618400.0,0.00702101517497,0.00567708892804,0.00881098468611,0.770878,7.77567,643.0,1
1258524000.0,-0.00106348324295,-0.00546047093864,0.00619727670371,0.66958,6.82732,1146.0,0
1258610400.0,-0.00900607118537,-0.013158275463,0.00526095777486,0.66958,6.82723,1136.0,0
1354168800.0,0.00282631631639,0.00994053725956,-0.00508477086881,0.772873,6.277,1724.5,1
1354082400.0,0.00830867907533,-0.0121984867297,-0.00886018469311,0.771148,6.2748,1741.0,1
1353996000.0,-0.00688649999229,0.00365962504819,-0.0130356477951,0.771148,6.27432,1747.25,0
1353909600.0,-0.00323609669857,0.0023636674211,-0.00489302659907,0.773144,6.27481,1747.25,0
1257832800.0,0.00196540496143,0.00629422601104,0.00095262637818,0.670552,6.82713,1099.75,1
1257919200.0,0.00432321655119,9.62441481026e-05,-0.00107537945358,0.667974,6.82732,1114.75,1
1258437600.0,0.00292111079081,-0.00625563006706,0.00239410835205,0.669309,6.82631,1131.75,1
1353477600.0,0.00378465027173,0.00873708250571,0.0106504810174,0.781931,6.28029,1726.75,1
1353391200.0,-0.000586120662707,-0.00115369488266,-0.00399561412856,0.783608,6.28443,1734.0,0
1412744400.0,0.0164378006614,-0.0119014206311,0.00800544321954,0.793557,6.14584,1220.0,1
1412830800.0,-0.0197108193256,-0.00750513914483,0.00276026763195,0.790305,6.13761,1227.5,0
1169532000.0,0.00453627416408,-0.000895881470462,0.00543916429584,0.771675,7.77502,637.5,1
998629200.0,0.0189653149806,0.00354006319808,-0.00850763329554,1.09222,8.27724,275.15,1
998370000.0,-0.0141471497369,0.00199325986815,0.00226517595514,1.09299,8.27727,276.95,0
998283600.0,0.00774353566128,-0.0163906639617,0.00545007555425,1.09297,8.27727,277.75,1
998542800.0,-0.00464147748835,-0.0236486338266,-0.000239594393126,1.09222,8.27726,274.3,0
998456400.0,0.0101040878309,0.0102877739934,-0.0182709048264,1.09196,8.27727,277.25,1
999061200.0,-0.0128252788104,-0.0187355890396,0.00225183614789,1.09706,8.27727,272.85,0
998974800.0,-0.0154492217599,-0.00759289792204,0.00883021480367,1.09567,8.27751,271.6,0
1169013600.0,-0.000429164083735,0.00342334759098,-0.0149297883197,0.772846,7.7909,623.25,0
1369890000.0,0.0014180411428,-0.0514732878883,-0.00269708300639,0.775312,6.18324,1406.25,1
1369976400.0,-0.0136317661261,0.0136514526791,-0.00740116890559,0.772068,6.18443,1410.25,0
1123563600.0,0.00747848038797,0.0103014013098,0.0119872827066,0.809636,8.10689,434.7,1
1123477200.0,-0.00199848456147,0.00106233979916,0.00898248372104,0.809006,8.10333,436.85,0
1241067600.0,-0.00215009101238,0.03938062839,0.00379921715933,0.760698,6.82606,889.0,0
1368162000.0,0.00238022622094,0.0293175905543,0.0062070256752,0.761776,6.18579,1449.25,1
1373950800.0,-0.00209244202192,0.00640206807411,0.00307376374989,0.765819,6.17866,1286.0,0
1374037200.0,0.00120373546295,0.00109047668627,-0.010068147809,0.764353,6.17589,1284.25,1
1359525600.0,-0.00315312732901,0.0227511153319,0.00996111725209,0.743275,6.29346,1666.25,0
1359612000.0,-0.00358005521049,0.00222333193869,0.00123695773462,0.74076,6.28874,1674.5,0
1373432400.0,-0.000562080482082,-0.00389002895066,0.0217110135653,0.778896,6.18235,1252.25,0
1439960400.0,-0.00928598268322,-0.0161444120257,0.0122579546253,0.903321,6.39606,1123.2,0
1015221600.0,0.0210147653078,0.0590288568257,0.0161485986198,1.1539,8.27656,299.55,1
1424412000.0,0.00859957622053,0.00369618265526,0.0,0.877694,6.14944,1203.5,1
1167199200.0,0.00830136368033,0.00462689270723,0.022847239342,0.761565,7.81646,628.3,1
1166680800.0,-0.0034178708109,0.00216271315569,-0.0127536765704,0.758685,7.81807,622.0,0
1166594400.0,-0.000593362359978,0.0139573031458,0.00381869715861,0.762359,7.82206,623.4,0
1166767200.0,-0.00628758664552,0.00335115964906,0.000311566504849,0.758083,7.81605,619.75,0
1393912800.0,0.0140926260033,0.00472624303604,-0.00181290639663,0.725591,6.12913,1339.5,1
1393999200.0,-0.0021773762677,0.0119655089026,-0.00887721775168,0.727164,6.12849,1333.5,0
1394085600.0,0.00377196338916,0.0159166256646,0.00316299627809,0.728025,6.12958,1334.25,1
1394172000.0,0.00187737221477,0.00920530567072,-0.00081080789195,0.727002,6.12829,1348.25,1
1167372000.0,-0.00306363236412,5.92169086336e-05,0.0420160380699,0.761311,7.81617,635.7,0
1167285600.0,-0.000727383179064,-0.00138097924299,0.0123037341917,0.761538,7.81893,629.0,0
1393826400.0,-0.00941568009724,-0.0127241499434,0.00920735620623,0.726993,6.12942,1344.25,0
1424671200.0,-0.00130096072642,0.0073433229873,0.0,0.87834,6.14991,1193.5,0
1015567200.0,0.00447488931537,0.0203848788754,0.0168970784201,1.13604,8.27691,289.3,1
1424757600.0,0.00509746732874,0.00739484440286,0.0,0.880208,6.15108,1195.5,1
1424844000.0,0.000844628454094,-0.000982611855416,-0.00556433485673,0.882085,6.15226,1206.5,1
1262757600.0,0.000160802118804,0.0046452714563,-0.0085199092991,0.694758,6.82696,1125.0,1
1262844000.0,0.00313986589368,-0.00463963397304,-0.0188798857293,0.695202,6.8278,1130.75,1
1262584800.0,0.01494999089,0.0102736089145,-0.0101853802526,0.697709,6.82899,1113.0,1
1262671200.0,-0.00113378684807,0.00253782571031,0.0118439542018,0.697428,6.8279,1125.25,0
1262930400.0,0.00106534425704,0.0109215234336,0.00100889981699,0.696136,6.82798,1121.75,1
1115614800.0,0.00376012527307,-0.00186290951621,-0.0244240458904,0.776884,8.27662,425.8,1
965019600.0,0.00102747545475,-0.0070132594041,0.00533883572007,1.07824,8.27976,277.4,1
1245042000.0,-0.0212744195561,-0.00948615898862,0.0166877118414,0.713004,6.83456,932.0,0
1127883600.0,0.00161626594748,0.0094567709789,-0.00129100348934,0.830901,8.09171,462.0,1
1127970000.0,0.00760997221453,0.0134959224943,0.0209502391771,0.831307,8.09204,472.5,1
1127710800.0,0.00230335137625,0.0177265459718,0.0026580427205,0.827579,8.08917,461.05,1
1127797200.0,0.00120648052396,-0.00616682458934,-0.018878041795,0.829213,8.08993,465.65,1
1127365200.0,0.00424937367508,-0.00281967208146,-0.0235928941429,0.821191,8.08967,472.75,1
1127192400.0,-0.00720807759339,0.0146534986588,-0.00656220967456,0.820956,8.08768,470.0,0
1346821200.0,0.000889850336379,-0.0109042095559,-0.00292027537989,0.794553,6.336,1689.5,1
1091077200.0,0.00119599489972,-0.00781213044553,0.0133358740311,0.83016,8.27676,388.75,1
1090990800.0,0.00317299778882,0.0156668969156,0.00338264006226,0.827349,8.27666,386.2,1
1332910800.0,-0.00541761064428,-0.00707741963794,-0.026541585535,0.750555,6.31797,1677.0,0
1332997200.0,0.00149319681248,-0.00665647277652,-0.0143207416538,0.749979,6.32104,1655.75,1
1090386000.0,-0.0101486831345,0.0155875140007,6.62644385023e-05,0.80844,8.27666,401.1,0
1273813200.0,-0.0150978391913,-0.0148805852804,-0.00512013936521,0.792615,6.82764,1238.75,0
1274072400.0,0.00052729703772,-0.0216726196677,-0.0506921800385,0.803617,6.827,1230.25,1
1332824400.0,-0.00331530932818,0.0236478662919,-0.0014550188373,0.753116,6.31687,1694.0,0
1273554000.0,-0.00341211486217,-0.0113572696972,-0.018965798137,0.777929,6.82606,1209.0,0
1332306000.0,-0.00346236199906,-0.00547229882893,0.000570487499017,0.757018,6.32325,1656.0,0
1273726800.0,-0.0104525140177,0.0217932794114,0.0206321037242,0.78882,6.82764,1235.0,0
